id	document	label
487	왜 국립경찰뱡원에 장례식장이 마련되었나????	1
488	정유라가 못생겼냐 박나래가 못생겼냐?	1
489	뭐가 말도 안된다는 거야? ㅋㅋㅋㅋㅋ	1
490	미국판 두테르테인 트럼프가 당선 되는건가	1
491	사람사는데 맞나..	1
492	이런 붉은 기사는 처음본다	1
493	나르샤 맞아?...	1
494	저거 프레디처럽 막 죽이는거 아닌가 싶다 ㅋㅋㅋㅋ	1
495	유연석과 잘 되다가 알고보니 서현진이 원수같은 원장의 딸?	1
496	와 원빈이랑 영화 찍던게 엊그제 같은데 언제 결혼했대냐;;;	1
497	난또 서울대병원 기사인줄알았네!!!	1
498	교체티노 일부로그러는거냐 정답나왓는데 자꾸 오답찍어대	1
499	조선족이 박근혜 하야하라 시위하는 격이네	1
500	호감순 정리가 안되네;	1
501	너그들이 프로 맞냐?	1
502	"왜 우리동네 마트는 12,000원인가?"	1
503	갑자기 좃문가들이 왜케 많아졌지? ㅋㅋㅋㅋㅋ	1
504	수비력 패스력 부터 안좋았는데 ;;	1
505	타고투저 시대에 선발 방어율이 4.53이면 괜찮타고 본다 6이닝3실점하면 방어율이 4.50 나오는데 이정도면 계산서는정도잖아?	1
506	박사모는 경찰추정인원이 안나와 신기하게 ㅋ 1000명정도 나왔을꺼같은데 ㅋ	1
507	로즌솔은 또 누군데? 마데카솔은 아는데	1
508	삼억도 모자른 판에 삼백?????	1
509	진짜 일본갈껀아니었잖아	1
510	류뚱이 왜 들어감??ㅋㅋㅋ 국뽕 ㄴㄴ ㅋㅋㅋㅋㅋ	1
511	전라도 이야기아닌가?	1
512	진짜 배우들 맞나...? 헉...	1
513	지X과 개소리의 차이냐 머냐?	1
514	돈 많은 부촌인데 그사람들 돈 모아 만들라고 하는게..	1
515	송파힘찬병원에 갔더니 판독비로 또 3만원 요구해서 황당했음	1
516	절 2번 한거야?	1
517	흠.......성폭행 당한거 같은데..	1
518	일왕은 신라사람 아님??	1
519	B1A4도 완전난감할듯...	1
520	쌀값 보장하라는데 퇴진하라는 이유는?	1
521	손흥민 저 자세 뭔가 설현 입간판같네;;	1
522	그래도 재밌어서 신경안쓰이는데..	1
523	"많이 늦었구만, 하는 사람이 있을지 의문"	1
524	명불허전 대륙.....별일이 다일어 난다...	1
525	특타해서 9위???	1
526	저기는 길라임이라 그라고 여기는 또 머냐? 참 ㅎㅎ	1
527	이정재말투로하자면 이건 잘될관상인가? 망할관상인데	1
528	받아주는 팀이 있다는게 의외... 이왕가는거 내 생각이 틀렸기를 바람...	1
529	일부러 잃어버리기 쉽게 만든거 아냐?	1
530	인터넷 신문 보나 종이 신문보나 인터넷 쪽이 환경이라던가 가성비라던가 더 이득인데....	1
531	이건 음해가 아닐까요? 말이 안되는 얘기네요	1
532	그야말로 생뚱맞다	1
533	어이없네 12년만에 영입한게 이원석이가?	1
534	 Nll대화록에 포기란 말이 없으니 포기가 아니라며?	1
535	 젊은 패기의 우격다짐으로 막 해내려고 하는 느낌?	1
536	난 노트가 좋던데...	1
537	코발트블루인줄 알았음	1
538	이원석이 주전급으로 뭔갈 보여줬느냐?	1
539	요구하는 자가 그 이유를 명확히 설명해야 발급해 준다...	1
540	난 잘 뽑은거 같은데....아닌가	1
541	어제 맞은건 솔까 그냥 플라이볼 같았는데..	1
542	어짜피 시키는거만 하는거 아님?	1
543	 지금이 유신시대야?	1
544	 게임이 아니고 도박임	1
545	 삼성 설명 듣고 오우 ok! 이게 뭐냐?	1
546	 신종자살인가? 머지	1
547	참.어이없네요.	1
548	 1900년때 대포 화살 칼짚신 신던..헬조선인들이..일본한테 대드는 이유가?ㅋㅋ	1
549	lpg도 충전소 별로안많게 느껴지던데..	1
550	김성근감독 말대로 임창용 추가징계는 아니지	1
551	 시비붙은거일수도 있는데	1
552	 당사자들은 얼마나 더 당황했겠어요	1
553	별로 안닮았는데;;	1
554	25살 여자가 미쳤다고 자기 자식도 모자라 남의자을 셋이나 키운다고 얼싸좋다 같이살자 했을까...?	1
555	 용어를 똑바로 사용하세요?	1
556	 그리고 돈많은 테슬라가 뭐가 아쉬워서 발뺌을 하겠어	1
557	 정말 뿌리는 속일수가 없네	1
558	 메이저 전 구단이 당신의 행복을 방해? ㅋ	1
559	보호자가 왜 필요함~??	1
560	 문재인이는 이런제도를 고칠 생각도 않고 대통령 할려고???	1
561	몰랐던 사실이다.	1
562	 술파는곳은 아니고요^^;	1
563	본인이 앞으로 얼마를 해야 하는지 알아야 되니 알려 달라고 하시는데...	1
564	흔히 군대용여친이라 하죠;	1
565	어떻게 해야할까요	1
566	괜히 자꾸 기대하게 되잖아기대하면 안되는데 ..	1
567	딱 3인데333 3333이렇게 나오기도 쉽지 않겠구만--;;0	1
568	 왜 하나의 폴더만 사라진걸까요..	1
569	 흠그래서 받아줄지 안받아줄지모르겟어요 ㅠㅠ	1
570	지금 파마중인데 비엄청온다...	1
571	너무 황당해서요	1
572	외국 촌놈이라 아무것도 모르겠음..	1
573	그럼 나 좋냐구하니까 편하다고 하구멀까 이거	1
574	그 분이 말이 열심히 하면 성과가 나온다던데~~~휴혹시 [프리스퀘어]라고 아시나요??	1
575	일병 - 여기가 어디지?..	1
576	얼굴이 완전 빨간 정도로 ;	1
577	그런데 알바 하다가 돈 주은거 내가 가져도 됨?ㅋㅋㅋ	1
578	배를왜만지는거에요???ㅠㅠㅠ	1
579	그런데 어머님이무작정 선자리 잡아놓았네;;;;;;;;;;;;	1
580	이때는자고 먹고한다는데 우리아가는 퇴원하는그날부터 눈떠있는시간이 더많아요;;	1
581	미적분은 고딩때 배워보질못해서;;	1
582	거참. 희한한 사람이 많네요 ㅎㅎㅎ	1
583	 아무리 검색을 해도 이런 경우는 안나와 있어서..	1
584	비율이 안맞나요?	1
585	때는묻기싫고 마음이 뭐이래?ㅋ	1
586	 자기도 저 뷰러 어디껀지 ㅇ모른데	1
587	아 갑자기 이런거 써서 너무 당황스럽네요;	1
588	아직 어리니까 야단친다고 해봤자 아직 모르고...	1
589	 제가 성질이 이상한건지ㅠㅠ.	1
590	 근데 제가 딱한번 인사한거 말고는 그날이 처음이라서..ㅠㅠ	1
591	한번씩 가끔 깜 박거리긴해요..	1
592	너무 단호해서 어찌할바를 모르겠어요;	1
593	아님 항상 정해져 있나요?	1
594	" 그치만 꼭 말을많이 할 필요는 없는것같아 눈만 봐도알수 있는게 있잖아""이러셨는데 이거 무슨뜻임?"	1
595	 도대체 뭘 믿어야 하는건지	1
596	그럼 남녀구분없이? 화장실을 같이쓰나요? ㅡㅡ;;;	1
597	 나보고 자꾸 가을쿨톤이라는데 도대체 가을쿨톤이 뭔느낌이야	1
598	그분이 인천에서 부천까지오시는데 한시간 걸리신데서ㄷㄷ;;	1
599	 개인한달 지출금액이 55정도면 많이 쓰는건지 적당히 쓰는건지도통 감이안오네요.	1
600	왜 충전이 안 되징	1
601	첨부터 그사람이 어떤사람인지도 모르고  결혼전제로 일단 만날수가 있나요?	1
602	기분이 묘하내요	1
603	벌써 4시를 향해가고 있음...	1
604	근데 엊그제 차단 풀고 친구추가까지 했더라구요.	1
605	분명 새벽 2시30분부터 9시30분까지 잤는데..	1
606	아무튼 저도 놀래서 번호주고 급히 나왔어요	1
607	남녀 관계는 모를 일이다	1
608	 정말 상황이난처합니다 ㅜㅜ	1
609	 주민등록번호 모르는데......	1
610	원래 다 이런건가요?	1
611	그리고 지키지못할 약속은 안해야하는거 아닌가요;	1
612	저만 이래요?	1
613	 저도 진짜 모르겠네요	1
614	 다리만 보게되네문제는 아는 한국여자는 하나도 없다는게 고민0	1
615	차단확인 어플 쓰고있는데 이제 어떻게 확인해요?	1
616	제가 테이블을 딱다가 유리종류를깨뜨렸습니다	1
617	피곤하다 한 날은 한번에 20시간도 자고요	1
618	 이러면서 풀죽어 있는데이건 무슨 경우죠 ?0	1
619	하면서 계속 정보얻고 떠들으려고그래서 내 노트북도 친오빠아플때준거남친줬다고 구라깠어 실컷 ?? ㅋㅋㅋㅋㅋㅋㅋ	1
620	어떻게쓰는지 아시는분?	1
621	21일이 남자친구랑 2주년인데 심리학회 연차학술대회랑 일정이 겹침;	1
622	"모든 남자가 다?그렇다는데, 저는 이말을 어떻게 받아드려야 할까요?"	1
623	찬유 다운받아 보다가 갑자기 뽐뿌가;;	1
624	세상은 참 아이러니 한것 같음..	1
625	" 하지만이주전쯤부터 애정표현, 연락이줄어 어느정도 예상은 했었지만 좀  당황스럽군요"	1
626	이런 경우는 처음이라서요	1
627	안 보였을텐데요..	1
628	 내가 너보다 위다?	1
629	 플스하면 정말 오타쿠인가요?0	1
630	 제가 못된건가요?	1
631	내가 해킹을 당했었나 ?? ㅋㅋㅋㅋ	1
632	여자친구 사귀면 만나서 모해야 할지??	1
633	 먼가 서로 다 알건 다 알고 온 느낌?	1
634	어떻게 대처해야 하죠??	1
635	어이없는 이유로 갑자기 헤어졌습니다..	1
636	내가 톡으로 생일물어봤는데 내가 걔ㅣ생일을 잘몰라서 생일을 틀렸거든?	1
637	일을 열심히 해서 다 해놨더니 심심해메신저로 대화할 사람 없어?	1
638	근황주고 받으면서 예전에 카톡프사바꾼거를 거의 다 알더라구요.	1
639	 이상하네요;	1
640	 무엇을 보장해주는지 잘 모르겠어요	1
641	그럼오히려 근육이 더붙지않나요?..	1
642	남자들 군대가면 전여친 생각하나요?	1
643	너무 황당하네요..	1
644	곧 결혼할 남자친구 집에 인사갈건데뭐 사들고 가야 좋을까요?	1
645	 돈을 훔치려는건 아니구요..	1
646	남친이 논산에서 월요일날 보냈다는데...	1
647	왜 커피를 뽑고 먹진않고 가죠 ?	1
648	 지금 톡보내면 칼답입니다...	1
649	사랑하는 사람 아이갖고 싶은게 정말 미친건가요?	1
650	어떻게 하면.. 깨무는 버릇을 고칠수 있나요??휴...	1
651	온라인에서는 피임약 구매못하나요?	1
652	혹시 미니스톱 알바 해보신분들중 노래 바꾸는법 아시는 분있나요	1
653	제가 맘충인가요?	1
654	순간 이모집으로 들어갈뻔했음....ㅋㅋㅋ	1
655	나라는 존재가 생각이나 날까?	1
656	 원래 어색해서 그런가..	1
657	승급시험보려면 OPIC이 필요하다고 하는데일때문에 정신이 없다보니 제출기한 3주 남았네요 ㅋ ;;	1
658	 생산직이고 알바고 뭐고 무슨일이든 할려는데 다양한 직종에서 전화가와요 ㅎㅎ	1
659	 억지로 취미를 붙혀봐야 할까요?	1
660	회계세무쪽을 하라는데 도대체 어떻게하라는건지도 모르겠고 주된업무가 전화받고 명세표치고 전화가 넘 많이와서.	1
661	실업급여도 요번달이 끝인데뭘 믿고 이러는지;;;;;;;;;;;;;;;;;;;;	1
662	 물론 키도컷지만 예전에비해서 어깨가 너무 넓어졋어요..	1
663	 그때 입금 시켜줄 가능성이있는지...	1
664	지금 이틀지났는데...	1
665	"제가 회사에 먼저들어오긴했는데 , 언니라고 부르기는 좀 그렇고 ;;"	1
666	 늦잠자서 회사에 늦었다고 데려가 달라나;;;;	1
667	 무료로 하면 어쩌냐고 하셔서요..	1
668	친한친구 여자친구가 친구몰래 클럽같은곳 댕기면서 남자들이랑 술마시고 놀고하는걸 친구가 알게됨......	1
669	원래 입사확정되고 등본 가져가는거 아님??	1
670	 왜이러는건지 아는분.	1
671	시이모들이 우리집에 오시겠다고 성화입니다	1
672	그냥 책이면 괜찮은데학교 보충에서 쓸 교재가 안오니까 문제;	1
673	제가9월입대를하는데 여자친구가 혼인신고를 하고가라고하네요..	1
674	제가 나쁜놈인가요 ㄷㄷ...0	1
675	왜 차단을 푼걸까요...	1
676	치킨버거라며..1	1
677	 화장실 많이가서 몸무게 빠지는건 그냥 수분빠지는거 아닌가요???	1
678	낼 면접보기로 했는데...	1
679	 근데 난 정 떨어질만함 짓을 한 적이 없는데 진짜 뭐지..	1
680	응 그래 알았어 그때보자요러네요;	1
681	여자친구가 남자친구가너무 예뻐서어찌할바를 모르는?	1
682	 커피집 종업원인지......나만 그런가???	1
683	그런데 1년이 지난 어제 갑자기카톡 친구를 추가하는 곳에 낯익은 이름이 보이더군요	1
684	칵 그냥 무너졌다....	1
685	내가 망상을 너무많이하는건진 몰라도 그돈이 깨끗한돈일까 하는생각이 자꾸든다.	1
686	하루밤 인연이라는거 이래저래 그리ㅤㄷㅙㅅ는데이제 유부녀가 됐는데 한번 만나자네..ㅡㅡ;	1
687	자기를 가지려고하지말고 누구와만나든간섭하지마라는데어떻게해야되죠?	1
688	저는 이유도모른채 연락할것도 못되네요	1
689	이게 왜 1임?	1
690	 사태에 심각성도 느꼈지만...	1
691	이런 거 정하면 안되고 그냥 무작정 칼로리 따져가면서 디저트 입에도 대면 안되고 그런가요...	1
692	 지금 보니 우연인지 뭔지...	1
693	어디서부터 정리해야하나..	1
694	 소문에 광주에는 팬클럽이 딱 한명 있다고 하던데요^^::	1
695	어제 개학하고어제 오늘 정신이 하나도 없네요....어후......	1
696	악플러보다 추종자가 더 많아요	1
697	 이렇게 변명하는 제 자신이 왜 이렇게 웃겨보일까요..-ㅁ-?;;	1
698	"육남매 특집 보니 40인치라던데.,.. ㅋㅋㅋ"	1
699	우연히 오늘 한 사람을 만나게 되었는데 그 분이 유재석님을 잘아신다길래 만나게 해달라고 했더니만...	1
700	제가너무 발끈하는걸까요?.....	1
701	별로 어려운건 안한거같은데 쉬지도 않고 일해서 그런가;	1
702	"회사에서 시간도 많이 남고 해서 영어공부를 해 볼까 하는데,정말 진짜 말그래다로 abcd밖에 몰라요."	1
703	 사람들이 많이보는지에 대한 고민과..	1
704	부모님집에서 살다가 쫒겨났어요.	1
705	 미혼인지라 돌밖에 생각이 안나서요.	1
706	 드라마에서 자주봤던 배우인데이름을 모르겠네여ㅠ	1
707	여자친구는 자신에대해 모든걸알려는건 싫다고하네요	1
708	  게다가 싼값도 아니었어요.	1
709	첨하는 편의점 알바인데 가르쳐준다는게혼자서 '요래요래요래 하면 됩니다' 하고 가버림....	1
710	 라고 수줍게  말 했더니그 뒤로 지금 반년동안 안오시더라구선물만 주는 이 남자 뭐야	1
711	깨고나니까 이게 현실인지 그게 현실인지	1
712	인터넷에 욕글 올리는 게 직업인 사람도 있나요?	1
713	 후반기를 위한 충전의 시간일테니..	1
714	유재석 오라버니 혹시 구두나 운동 하고 신발을 신고나서 물집이 있는 경우가 있으시나요	1
715	 뒤늦게 쓴 뒷북같긴 하네요..	1
